"DATE_TIME" "LONGITUDE" "LATITUDE" "GEOHASH" "MINIMUM_SPEED" "MAXIMUM_SPEED" "AVERAGE_SPEED" "NUMBER_OF_VEHICLES"
"2021-03-02 13:00:00" 29.2291259765625 40.9817504882812 "sxkc1h" 7 83 42 76
"2021-03-02 14:00:00" 27.9766845703125 41.0092163085938 "sx7ck9" 22 115 62 39
"2021-03-03 08:00:00" 28.7896728515625 41.1465454101562 "sxk6p4" 5 100 45 148
"2021-03-04 01:00:00" 28.9215087890625 40.9982299804688 "sxk94p" 6 73 31 11
"2021-03-04 15:00:00" 29.1192626953125 41.1959838867188 "sxkdqe" 73 135 89 30
"2021-03-03 17:00:00" 28.1414794921875 41.0751342773438 "sxk18m" 21 127 85 36
"2021-03-03 07:00:00" 28.8116455078125 40.9652709960938 "sxk3p9" 13 97 60 84
"2021-03-02 01:00:00" 28.8665771484375 41.0092163085938 "sxk92c" 3 54 26 17
"2021-03-04 22:00:00" 29.2840576171875 40.9048461914062 "sxkbdq" 6 77 42 95
"2021-03-03 11:00:00" 28.6798095703125 40.9872436523438 "sxk3ht" 9 103 56 157
"2021-03-02 01:00:00" 28.9434814453125 41.0531616210938 "sxk9d9" 6 97 51 28
"2021-03-01 18:00:00" 28.8665771484375 41.0971069335938 "sxk9bc" 5 41 17 30
"2021-03-03 18:00:00" 28.1414794921875 41.0916137695312 "sxk1b2" 59 130 92 26
"2021-03-02 18:00:00" 29.0423583984375 41.2014770507812 "sxkdku" 2 60 46 17
"2021-03-01 19:00:00" 29.1522216796875 40.9323120117188 "sxk8z7" 2 62 20 147
"2021-03-01 12:00:00" 29.1192626953125 40.9487915039062 "sxk8yw" 5 86 36 326
"2021-03-04 10:00:00" 29.2181396484375 40.9048461914062 "sxkb8y" 6 95 46 255
"2021-03-04 14:00:00" 29.1082763671875 40.9817504882812 "sxk9nk" 2 102 24 199
"2021-03-02 08:00:00" 29.2510986328125 40.8773803710938 "sxkb99" 8 79 30 36
"2021-03-04 20:00:00" 29.1192626953125 41.0202026367188 "sxk9qe" 1 129 39 409
"2021-03-02 13:00:00" 28.8555908203125 41.0586547851562 "sxk98d" 4 91 19 98
"2021-03-04 14:00:00" 28.4271240234375 41.0421752929688 "sxk1qz" 41 112 71 47
"2021-03-03 18:00:00" 29.1192626953125 41.0476684570312 "sxk9w8" 7 149 70 311
"2021-03-03 01:00:00" 29.2620849609375 40.9707641601562 "sxkc1f" 14 169 78 97
"2021-03-01 18:00:00" 29.1632080078125 40.9597778320312 "sxk9p8" 9 56 37 46
"2021-03-03 11:00:00" 28.4710693359375 41.1300659179688 "sxk1zz" 6 92 42 42
"2021-03-03 10:00:00" 28.8775634765625 41.0421752929688 "sxk93p" 2 45 15 56
"2021-03-01 19:00:00" 28.6798095703125 41.2564086914062 "sxk6sw" 19 120 74 32
"2021-03-04 08:00:00" 28.7677001953125 41.0421752929688 "sxk3qx" 7 62 36 12
"2021-03-03 11:00:00" 28.5260009765625 41.0696411132812 "sxk39h" 43 126 82 58
"2021-03-04 19:00:00" 28.9215087890625 40.9927368164062 "sxk94n" 3 92 39 98
"2021-03-03 00:00:00" 29.2071533203125 40.8938598632812 "sxkb8s" 6 80 42 26
"2021-03-01 18:00:00" 28.8885498046875 40.9927368164062 "sxk91q" 2 81 28 118
"2021-03-04 15:00:00" 29.1632080078125 40.9103393554688 "sxk8xx" 3 51 19 97
"2021-03-04 15:00:00" 29.1082763671875 41.0421752929688 "sxk9qr" 8 46 25 18
"2021-03-04 15:00:00" 28.7896728515625 41.0147094726562 "sxk3r4" 4 66 29 113
"2021-03-02 02:00:00" 28.9105224609375 41.1410522460938 "sxkd1c" 45 125 75 69
"2021-03-04 10:00:00" 28.3282470703125 41.1465454101562 "sxk4hd" 49 186 95 53
"2021-03-04 11:00:00" 29.1961669921875 40.8993530273438 "sxkb8m" 7 45 22 47
"2021-03-02 16:00:00" 28.0975341796875 41.0696411132812 "sx7cxk" 34 115 71 64
"2021-03-02 18:00:00" 28.8006591796875 41.1026000976562 "sxk3z6" 4 95 43 102
"2021-03-01 17:00:00" 28.2843017578125 41.0696411132812 "sxk1es" 6 120 74 82
"2021-03-01 17:00:00" 29.0423583984375 41.2399291992188 "sxkdsg" 18 114 49 20
"2021-03-02 10:00:00" 29.3939208984375 40.8718872070312 "sxkbsb" 16 127 76 376
"2021-03-02 02:00:00" 29.3389892578125 40.9432983398438 "sxkbgt" 24 95 60 20
"2021-03-04 14:00:00" 29.0093994140625 41.1026000976562 "sxk9u4" 8 113 56 355
"2021-03-01 15:00:00" 28.8555908203125 40.9927368164062 "sxk90w" 3 116 33 378
"2021-03-01 23:00:00" 29.0643310546875 41.0092163085938 "sxk9m3" 9 119 67 98
"2021-03-04 12:00:00" 28.8226318359375 41.2069702148438 "sxk6rv" 36 138 79 130
"2021-03-02 12:00:00" 28.8116455078125 41.0366821289062 "sxk3rw" 1 85 48 553
"2021-03-04 01:00:00" 28.2293701171875 41.0806274414062 "sxk1dq" 41 125 78 22
"2021-03-02 12:00:00" 29.2181396484375 41.0092163085938 "sxkc2c" 6 59 19 95
"2021-03-03 09:00:00" 29.1192626953125 40.9432983398438 "sxk8yt" 6 41 22 35
"2021-03-03 22:00:00" 28.8775634765625 41.0751342773438 "sxk99j" 4 142 64 148
"2021-03-02 19:00:00" 28.7677001953125 41.0806274414062 "sxk3ww" 11 71 43 54
"2021-03-02 22:00:00" 28.9324951171875 41.0311889648438 "sxk96m" 2 107 57 130
"2021-03-03 09:00:00" 28.5699462890625 41.0202026367188 "sxk365" 28 114 70 189
"2021-03-01 16:00:00" 29.0643310546875 41.0916137695312 "sxk9v2" 8 113 59 324
"2021-03-04 21:00:00" 29.0423583984375 41.1245727539062 "sxk9uy" 13 63 44 26
"2021-03-01 04:00:00" 28.8006591796875 41.0586547851562 "sxk3x6" 15 64 43 11
"2021-03-02 06:00:00" 28.8116455078125 41.1465454101562 "sxk6pd" 28 131 72 108
"2021-03-01 10:00:00" 28.8665771484375 40.9927368164062 "sxk90y" 4 77 23 261
"2021-03-04 11:00:00" 29.4818115234375 41.1410522460938 "sxkfnc" 58 94 73 18
"2021-03-03 20:00:00" 28.9764404296875 41.0806274414062 "sxk9eq" 2 73 30 126
"2021-03-01 01:00:00" 28.2623291015625 41.1135864257812 "sxk1gh" 52 115 78 22
"2021-03-01 22:00:00" 28.4930419921875 41.0641479492188 "sxk387" 60 129 90 26
"2021-03-03 07:00:00" 28.7127685546875 40.9817504882812 "sxk3jk" 1 45 22 136
"2021-03-01 08:00:00" 28.5479736328125 41.1685180664062 "sxk61w" 70 168 98 31
"2021-03-02 13:00:00" 28.9215087890625 41.0971069335938 "sxk9f1" 7 96 53 390
"2021-03-01 19:00:00" 28.9434814453125 41.1245727539062 "sxk9fw" 45 103 65 195
"2021-03-03 01:00:00" 28.8885498046875 41.1740112304688 "sxkd1r" 10 116 66 30
"2021-03-01 23:00:00" 28.8336181640625 41.0256958007812 "sxk92h" 4 63 28 37
"2021-03-04 08:00:00" 29.1632080078125 40.9542846679688 "sxk8zx" 8 60 34 29
"2021-03-01 07:00:00" 29.2730712890625 41.0147094726562 "sxkc64" 45 166 95 222
"2021-03-03 07:00:00" 28.7786865234375 41.0037231445312 "sxk3qb" 2 52 21 70
"2021-03-03 18:00:00" 28.6248779296875 41.1135864257812 "sxk3gk" 12 83 55 23
"2021-03-03 15:00:00" 29.0533447265625 41.1685180664062 "sxkdjn" 2 35 14 87
"2021-03-03 08:00:00" 28.6248779296875 41.0421752929688 "sxk37r" 5 79 32 175
"2021-03-02 11:00:00" 29.0753173828125 41.0202026367188 "sxk9me" 2 105 24 285
"2021-03-03 19:00:00" 28.9105224609375 41.0366821289062 "sxk93y" 2 107 29 163
"2021-03-03 19:00:00" 29.1192626953125 40.9268188476562 "sxk8yd" 1 88 45 60
"2021-03-03 20:00:00" 29.1632080078125 40.9542846679688 "sxk8zx" 11 80 38 25
"2021-03-04 07:00:00" 29.3060302734375 41.0037231445312 "sxkc6b" 41 121 86 86
"2021-03-02 07:00:00" 29.1741943359375 41.1465454101562 "sxkdpf" 45 109 69 11
"2021-03-02 18:00:00" 28.8116455078125 41.0147094726562 "sxk3rd" 3 109 42 264
"2021-03-03 16:00:00" 28.4930419921875 41.0586547851562 "sxk386" 15 150 88 125
"2021-03-01 22:00:00" 29.0863037109375 40.9982299804688 "sxk9jz" 3 66 29 23
"2021-03-02 10:00:00" 28.9874267578125 41.0806274414062 "sxk9ew" 2 52 18 126
"2021-03-04 14:00:00" 29.3060302734375 40.9268188476562 "sxkbff" 9 71 37 19
"2021-03-01 17:00:00" 28.7786865234375 41.1575317382812 "sxk6nu" 40 92 66 79
"2021-03-01 21:00:00" 29.1522216796875 41.0366821289062 "sxk9rq" 5 92 62 166
"2021-03-01 06:00:00" 29.1302490234375 41.1355590820312 "sxkdnb" 45 90 62 17
"2021-03-02 00:00:00" 28.6248779296875 41.0531616210938 "sxk3e3" 8 86 54 41
"2021-03-02 00:00:00" 29.3499755859375 40.9158325195312 "sxkbgb" 52 145 85 170
"2021-03-02 22:00:00" 28.7017822265625 41.2344360351562 "sxk6t4" 14 83 41 49
"2021-03-04 06:00:00" 29.0313720703125 40.9817504882812 "sxk9hs" 9 27 17 14
"2021-03-04 08:00:00" 28.2073974609375 41.1245727539062 "sxk1cy" 7 120 62 25
"2021-03-03 06:00:00" 28.7896728515625 41.2399291992188 "sxk6x5" 51 130 84 139
"2021-03-02 11:00:00" 28.7347412109375 41.1849975585938 "sxk6mc" 2 96 32 69
"2021-03-04 12:00:00" 29.1632080078125 41.0531616210938 "sxk9x9" 40 161 94 113
"2021-03-02 11:00:00" 28.0316162109375 41.0861206054688 "sx7ctz" 38 123 83 47
"2021-03-04 08:00:00" 28.7017822265625 41.0696411132812 "sxk3th" 26 57 43 12
"2021-03-03 05:00:00" 28.7896728515625 41.1465454101562 "sxk6p4" 6 97 63 77
"2021-03-01 23:00:00" 28.9105224609375 40.9982299804688 "sxk91z" 2 40 18 17
"2021-03-04 05:00:00" 28.9874267578125 41.0861206054688 "sxk9ex" 2 71 26 54
"2021-03-01 02:00:00" 28.8775634765625 41.0861206054688 "sxk99p" 10 134 85 48
"2021-03-02 16:00:00" 29.1302490234375 40.9103393554688 "sxk8wz" 7 79 49 57
"2021-03-03 09:00:00" 28.8006591796875 40.9872436523438 "sxk3pm" 6 73 33 95
"2021-03-01 12:00:00" 28.6907958984375 41.0641479492188 "sxk3sg" 8 40 18 31
"2021-03-01 07:00:00" 29.0643310546875 41.1026000976562 "sxk9v6" 25 57 41 12
"2021-03-01 20:00:00" 28.8885498046875 41.0861206054688 "sxk99r" 2 157 36 209
"2021-03-01 10:00:00" 29.2181396484375 40.9597778320312 "sxkc0b" 6 130 53 171
"2021-03-01 13:00:00" 28.1524658203125 41.0971069335938 "sxk1b9" 68 125 93 31
"2021-03-04 12:00:00" 28.8226318359375 41.2069702148438 "sxk6rv" 36 138 79 130
"2021-03-01 23:00:00" 28.6907958984375 41.0751342773438 "sxk3sv" 3 55 35 17
"2021-03-03 14:00:00" 28.9324951171875 41.0256958007812 "sxk96k" 2 92 32 198
"2021-03-01 04:00:00" 29.2730712890625 40.8718872070312 "sxkbd0" 19 114 72 48
"2021-03-04 23:00:00" 28.6138916015625 41.2014770507812 "sxk67h" 35 89 71 21
"2021-03-02 21:00:00" 28.6358642578125 41.1135864257812 "sxk3gs" 33 113 70 81
"2021-03-03 11:00:00" 29.2510986328125 41.0476684570312 "sxkc98" 34 161 92 62
"2021-03-02 13:00:00" 28.5260009765625 41.0641479492188 "sxk395" 46 104 72 36
"2021-03-03 09:00:00" 29.0753173828125 41.0476684570312 "sxk9t8" 6 45 24 44
"2021-03-04 01:00:00" 29.1522216796875 40.9927368164062 "sxk9pq" 2 133 57 87
"2021-03-01 23:00:00" 29.3170166015625 40.9982299804688 "sxkc5p" 10 124 77 107
"2021-03-04 08:00:00" 29.1192626953125 41.1959838867188 "sxkdqe" 67 154 90 28
"2021-03-02 08:00:00" 29.2510986328125 41.0476684570312 "sxkc98" 30 147 87 77
"2021-03-04 08:00:00" 28.7896728515625 41.0202026367188 "sxk3r5" 1 48 20 77
"2021-03-02 07:00:00" 28.8446044921875 41.2289428710938 "sxkd83" 52 147 85 103
"2021-03-01 09:00:00" 28.6688232421875 41.0586547851562 "sxk3s6" 8 83 40 67
"2021-03-04 19:00:00" 29.2510986328125 40.8993530273438 "sxkb9t" 6 56 27 91
"2021-03-01 10:00:00" 28.8775634765625 41.1849975585938 "sxkd31" 11 143 60 42
"2021-03-02 10:00:00" 28.6248779296875 41.1355590820312 "sxk652" 6 96 56 91
"2021-03-03 04:00:00" 29.0643310546875 41.0092163085938 "sxk9m3" 21 133 74 36
"2021-03-04 05:00:00" 28.6248779296875 41.1190795898438 "sxk3gm" 7 110 55 81
"2021-03-01 19:00:00" 28.6798095703125 41.0147094726562 "sxk3kd" 5 106 65 293
"2021-03-03 11:00:00" 28.8775634765625 41.0476684570312 "sxk990" 3 109 29 380
"2021-03-02 08:00:00" 28.7457275390625 41.2399291992188 "sxk6w5" 61 146 84 19
"2021-03-04 23:00:00" 28.8446044921875 41.0531616210938 "sxk983" 6 54 26 59
"2021-03-03 19:00:00" 28.3612060546875 41.0916137695312 "sxk1v2" 60 143 97 123
"2021-03-03 14:00:00" 28.8885498046875 41.1685180664062 "sxkd1q" 18 125 77 106
"2021-03-01 15:00:00" 29.0972900390625 41.0092163085938 "sxk9q1" 1 113 36 225
"2021-03-03 22:00:00" 28.9434814453125 41.1135864257812 "sxk9fs" 42 98 69 87
"2021-03-04 10:00:00" 28.3721923828125 41.0861206054688 "sxk1tx" 54 134 89 93
"2021-03-02 18:00:00" 29.0093994140625 41.1465454101562 "sxkdh4" 40 70 50 22
"2021-03-04 02:00:00" 29.3719482421875 40.8444213867188 "sxkbk7" 63 142 88 51
"2021-03-04 13:00:00" 28.9215087890625 41.0092163085938 "sxk961" 1 73 22 93
"2021-03-01 00:00:00" 29.2840576171875 41.0861206054688 "sxkcdr" 41 119 83 121
"2021-03-01 11:00:00" 28.8665771484375 41.0916137695312 "sxk9bb" 2 99 46 109
"2021-03-02 06:00:00" 28.8116455078125 40.9982299804688 "sxk3px" 7 114 67 631
"2021-03-04 22:00:00" 29.1522216796875 41.0202026367188 "sxk9r7" 9 46 24 20
"2021-03-03 16:00:00" 28.4271240234375 41.0531616210938 "sxk1wc" 34 147 88 118
"2021-03-04 07:00:00" 28.9874267578125 41.1135864257812 "sxk9gs" 10 84 43 83
"2021-03-02 16:00:00" 28.2403564453125 41.1245727539062 "sxk1fw" 34 141 88 115
"2021-03-03 12:00:00" 28.8555908203125 41.1135864257812 "sxk9bs" 7 61 29 111
"2021-03-02 18:00:00" 29.1851806640625 40.9707641601562 "sxkc04" 3 58 29 52
"2021-03-01 12:00:00" 28.7677001953125 41.0806274414062 "sxk3ww" 11 85 52 39
"2021-03-03 07:00:00" 29.2071533203125 40.8938598632812 "sxkb8s" 5 81 44 113
"2021-03-01 23:00:00" 29.2950439453125 41.0531616210938 "sxkcd9" 40 87 64 23
"2021-03-02 04:00:00" 29.1632080078125 41.0311889648438 "sxk9rt" 23 93 62 25
"2021-03-01 21:00:00" 29.1961669921875 40.8938598632812 "sxkb8k" 3 76 31 60
"2021-03-01 10:00:00" 29.3170166015625 40.9707641601562 "sxkc54" 76 106 85 13
"2021-03-04 14:00:00" 29.1412353515625 40.9103393554688 "sxk8xp" 6 87 42 39
"2021-03-02 01:00:00" 28.6248779296875 40.9982299804688 "sxk35r" 2 82 43 14
"2021-03-01 08:00:00" 28.6468505859375 41.0147094726562 "sxk37f" 1 84 31 239
"2021-03-04 01:00:00" 28.0535888671875 41.0531616210938 "sx7cw3" 65 99 79 23
"2021-03-01 09:00:00" 28.7896728515625 40.9817504882812 "sxk3ph" 6 41 21 23
"2021-03-03 08:00:00" 28.1414794921875 41.0861206054688 "sxk18r" 68 160 110 19
"2021-03-03 12:00:00" 28.6688232421875 41.0476684570312 "sxk3s2" 8 73 39 89
"2021-03-02 09:00:00" 28.7677001953125 41.0147094726562 "sxk3qd" 6 91 54 100
"2021-03-03 04:00:00" 28.4710693359375 41.1685180664062 "sxk4py" 55 142 83 25
"2021-03-03 20:00:00" 28.8995361328125 40.9817504882812 "sxk91s" 3 97 57 96
"2021-03-03 05:00:00" 28.9324951171875 41.0751342773438 "sxk9dm" 6 47 27 28
"2021-03-01 13:00:00" 28.8116455078125 41.1465454101562 "sxk6pd" 20 161 84 120
"2021-03-02 05:00:00" 28.7896728515625 41.0476684570312 "sxk3x0" 3 98 49 55
"2021-03-01 09:00:00" 28.9434814453125 41.0696411132812 "sxk9ds" 2 64 18 204
"2021-03-04 05:00:00" 28.1854248046875 41.0806274414062 "sxk19q" 51 109 74 16
"2021-03-03 06:00:00" 28.5809326171875 41.1080932617188 "sxk3f7" 43 146 87 180
"2021-03-04 23:00:00" 28.6248779296875 41.2399291992188 "sxk6e7" 56 131 85 82
"2021-03-03 01:00:00" 28.9544677734375 41.0586547851562 "sxk9df" 6 92 51 46
"2021-03-01 14:00:00" 28.2183837890625 41.1190795898438 "sxk1fj" 39 136 84 88
"2021-03-01 09:00:00" 29.0753173828125 41.1190795898438 "sxk9vt" 6 43 27 15
"2021-03-03 16:00:00" 29.1522216796875 40.9872436523438 "sxk9pm" 6 56 25 110
"2021-03-02 14:00:00" 28.9764404296875 41.0311889648438 "sxk97m" 2 64 23 122
"2021-03-01 17:00:00" 29.2071533203125 40.9323120117188 "sxkbbe" 10 116 67 222
"2021-03-03 15:00:00" 29.2401123046875 40.9817504882812 "sxkc1k" 4 82 46 18
"2021-03-02 10:00:00" 28.6798095703125 41.0311889648438 "sxk3kt" 1 54 18 163
"2021-03-04 22:00:00" 29.0313720703125 41.0256958007812 "sxk9ks" 7 57 31 17
"2021-03-02 14:00:00" 29.3389892578125 41.0861206054688 "sxkcex" 15 115 63 38
"2021-03-03 03:00:00" 28.7457275390625 40.9762573242188 "sxk3n5" 20 103 67 49
"2021-03-03 00:00:00" 29.1522216796875 40.9378051757812 "sxk8zk" 2 41 22 16
"2021-03-03 16:00:00" 28.6468505859375 41.0751342773438 "sxk3ev" 50 140 89 146
"2021-03-04 12:00:00" 28.9324951171875 41.0092163085938 "sxk963" 1 43 14 76
"2021-03-04 11:00:00" 28.5260009765625 41.2289428710938 "sxk691" 47 135 80 26
"2021-03-03 06:00:00" 28.1964111328125 41.1190795898438 "sxk1ct" 61 144 88 76
"2021-03-01 16:00:00" 28.0206298828125 41.2783813476562 "sx7fvd" 58 129 83 34
"2021-03-01 22:00:00" 29.2510986328125 41.0037231445312 "sxkc38" 11 77 41 30
"2021-03-01 09:00:00" 29.1522216796875 40.9927368164062 "sxk9pq" 1 118 22 595
"2021-03-01 01:00:00" 28.8116455078125 41.2399291992188 "sxk6xe" 23 129 63 49
"2021-03-02 12:00:00" 28.4490966796875 41.1959838867188 "sxk4r7" 10 59 42 12
"2021-03-02 02:00:00" 29.2620849609375 41.0311889648438 "sxkc3v" 13 117 64 12
"2021-03-04 14:00:00" 29.0643310546875 41.0147094726562 "sxk9m6" 3 101 25 108
"2021-03-01 04:00:00" 28.7786865234375 41.2454223632812 "sxk6wu" 51 111 85 18
"2021-03-04 18:00:00" 28.6248779296875 41.0476684570312 "sxk3e2" 3 73 36 102
"2021-03-02 11:00:00" 28.2293701171875 41.0806274414062 "sxk1dq" 28 105 69 90
"2021-03-03 09:00:00" 27.9766845703125 41.3278198242188 "sx7ghe" 8 46 24 25
"2021-03-03 12:00:00" 29.0643310546875 40.9982299804688 "sxk9jr" 8 122 45 238
"2021-03-01 14:00:00" 29.0972900390625 41.0531616210938 "sxk9w1" 7 45 23 12
"2021-03-01 10:00:00" 29.1412353515625 40.9432983398438 "sxk8zj" 4 88 37 73
"2021-03-02 16:00:00" 29.2950439453125 41.1135864257812 "sxkcfs" 7 149 87 101
"2021-03-02 21:00:00" 29.0203857421875 41.1575317382812 "sxkdhk" 14 65 44 24
"2021-03-01 01:00:00" 28.3941650390625 41.0696411132812 "sxk1wh" 66 132 85 21
"2021-03-02 01:00:00" 28.8995361328125 41.1520385742188 "sxkd1e" 32 102 70 74
"2021-03-01 07:00:00" 29.1302490234375 40.9158325195312 "sxk8yb" 2 85 37 129
"2021-03-02 17:00:00" 28.8006591796875 41.0696411132812 "sxk3xk" 3 72 26 78
"2021-03-03 03:00:00" 28.8116455078125 41.1300659179688 "sxk3zx" 60 116 79 47
"2021-03-01 12:00:00" 28.9105224609375 41.1575317382812 "sxkd1u" 10 67 35 14
"2021-03-04 06:00:00" 29.2291259765625 41.1849975585938 "sxkf31" 58 143 87 79
"2021-03-03 16:00:00" 28.1744384765625 41.1245727539062 "sxk1cn" 70 144 93 38
"2021-03-02 07:00:00" 29.4378662109375 40.9323120117188 "sxkbvg" 67 149 102 22
"2021-03-02 22:00:00" 28.1414794921875 41.1465454101562 "sxk406" 55 125 80 46
"2021-03-03 19:00:00" 28.0426025390625 41.2399291992188 "sx7fw5" 44 145 89 45
"2021-03-04 20:00:00" 29.1412353515625 40.9378051757812 "sxk8zh" 1 114 36 331
"2021-03-04 06:00:00" 28.9105224609375 41.0531616210938 "sxk99c" 2 68 28 145
"2021-03-01 11:00:00" 29.0093994140625 41.0916137695312 "sxk9u0" 1 87 24 300
"2021-03-04 20:00:00" 28.7896728515625 41.0971069335938 "sxk3z1" 6 78 38 65
"2021-03-04 22:00:00" 29.1412353515625 40.9817504882812 "sxk9ph" 2 73 27 37
"2021-03-03 19:00:00" 29.3389892578125 40.8279418945312 "sxkb78" 9 119 70 241
"2021-03-04 07:00:00" 28.0755615234375 41.0751342773438 "sx7cwv" 54 131 90 34
"2021-03-03 12:00:00" 28.8006591796875 41.1300659179688 "sxk3zr" 65 163 86 92
"2021-03-04 07:00:00" 28.9984130859375 41.0586547851562 "sxk9ef" 2 44 21 46
"2021-03-04 07:00:00" 28.6248779296875 41.0147094726562 "sxk376" 1 83 44 139
"2021-03-02 10:00:00" 28.8775634765625 41.1026000976562 "sxk9c4" 2 73 30 71
"2021-03-04 08:00:00" 28.8116455078125 40.9652709960938 "sxk3p9" 2 90 48 94
"2021-03-01 18:00:00" 29.0203857421875 41.1575317382812 "sxkdhk" 2 65 28 45
"2021-03-02 21:00:00" 29.0753173828125 41.1245727539062 "sxk9vw" 7 74 44 13
"2021-03-02 07:00:00" 29.1961669921875 41.0092163085938 "sxkc23" 2 65 28 178
"2021-03-02 04:00:00" 28.8446044921875 41.0147094726562 "sxk926" 7 64 31 27
"2021-03-03 17:00:00" 29.2181396484375 40.9213256835938 "sxkbbc" 53 96 76 44
"2021-03-03 19:00:00" 28.3612060546875 41.0971069335938 "sxk1v3" 57 126 91 61
"2021-03-02 18:00:00" 29.0423583984375 41.1849975585938 "sxkdkc" 2 60 27 69
"2021-03-04 02:00:00" 29.0753173828125 41.2289428710938 "sxkdt9" 75 105 87 17
"2021-03-04 14:00:00" 28.8116455078125 40.9652709960938 "sxk3p9" 3 86 48 128
"2021-03-04 20:00:00" 28.8116455078125 41.0256958007812 "sxk3rs" 1 129 34 431
"2021-03-04 02:00:00" 28.3721923828125 41.0531616210938 "sxk1t9" 18 102 66 21
"2021-03-04 07:00:00" 28.8885498046875 41.0861206054688 "sxk99r" 1 117 39 372
"2021-03-01 00:00:00" 28.4161376953125 41.0421752929688 "sxk1qx" 31 123 76 11
"2021-03-04 13:00:00" 28.8116455078125 41.1355590820312 "sxk6p8" 8 122 61 146
"2021-03-03 08:00:00" 29.2950439453125 41.0037231445312 "sxkc68" 16 125 86 87
"2021-03-02 00:00:00" 29.2181396484375 40.9158325195312 "sxkbbb" 43 124 72 37
"2021-03-02 19:00:00" 28.6578369140625 41.0696411132812 "sxk3sh" 4 98 34 75
"2021-03-04 11:00:00" 28.8995361328125 41.0311889648438 "sxk93t" 1 72 30 222
"2021-03-01 20:00:00" 29.0313720703125 40.9872436523438 "sxk9ht" 6 56 24 42
"2021-03-03 20:00:00" 28.2952880859375 41.1410522460938 "sxk45c" 54 184 86 63
"2021-03-04 12:00:00" 29.2291259765625 41.0476684570312 "sxkc90" 63 148 103 66
"2021-03-03 20:00:00" 28.8006591796875 40.9982299804688 "sxk3pr" 1 119 28 355
"2021-03-01 04:00:00" 28.8226318359375 40.9982299804688 "sxk3pz" 12 105 65 50
"2021-03-02 07:00:00" 29.3060302734375 40.9487915039062 "sxkbfy" 7 142 78 641
"2021-03-03 07:00:00" 28.1524658203125 41.1465454101562 "sxk40d" 56 137 93 33
"2021-03-03 21:00:00" 29.3389892578125 41.0861206054688 "sxkcex" 22 99 69 16
"2021-03-01 21:00:00" 29.1082763671875 41.0696411132812 "sxk9wk" 24 151 83 245
"2021-03-01 15:00:00" 29.2181396484375 40.9487915039062 "sxkbby" 15 118 67 197
"2021-03-04 11:00:00" 29.1192626953125 40.9268188476562 "sxk8yd" 16 108 58 40
"2021-03-03 10:00:00" 29.0093994140625 41.0037231445312 "sxk9k0" 25 80 58 16
"2021-03-02 14:00:00" 28.8555908203125 41.0641479492188 "sxk98e" 4 108 45 330
"2021-03-01 08:00:00" 27.9876708984375 41.2124633789062 "sx7fky" 56 134 96 30
"2021-03-03 06:00:00" 29.3939208984375 40.8663940429688 "sxkbkz" 8 167 66 344
"2021-03-01 22:00:00" 29.1302490234375 40.9268188476562 "sxk8yf" 4 91 30 22
"2021-03-01 07:00:00" 28.9324951171875 41.0037231445312 "sxk962" 1 117 34 70
"2021-03-02 06:00:00" 28.5369873046875 41.0641479492188 "sxk397" 60 144 87 20
"2021-03-04 21:00:00" 29.1851806640625 40.9817504882812 "sxkc0h" 11 76 44 21
"2021-03-02 17:00:00" 29.2950439453125 40.9597778320312 "sxkc48" 8 117 49 130
"2021-03-03 17:00:00" 29.3060302734375 41.0037231445312 "sxkc6b" 70 118 89 47
"2021-03-04 11:00:00" 28.0316162109375 41.2673950195312 "sx7fvb" 30 150 59 48
"2021-03-01 11:00:00" 29.1632080078125 41.0311889648438 "sxk9rt" 14 107 63 158
"2021-03-02 05:00:00" 28.7127685546875 40.9817504882812 "sxk3jk" 7 45 26 24
"2021-03-01 23:00:00" 29.1192626953125 41.1080932617188 "sxk9ye" 27 98 70 17
"2021-03-03 05:00:00" 29.4268798828125 40.7839965820312 "sxkbj8" 9 108 54 27
"2021-03-04 15:00:00" 29.3719482421875 40.8444213867188 "sxkbk7" 68 130 93 79
"2021-03-04 12:00:00" 29.2181396484375 40.9927368164062 "sxkc0y" 10 81 50 45
"2021-03-04 14:00:00" 29.0533447265625 40.9652709960938 "sxk9j1" 6 45 25 25
"2021-03-03 11:00:00" 29.2071533203125 41.0202026367188 "sxkc2e" 41 94 67 103
"2021-03-01 11:00:00" 28.9324951171875 41.1355590820312 "sxkd42" 52 108 72 150
"2021-03-04 15:00:00" 28.8775634765625 41.0586547851562 "sxk994" 2 91 45 129
"2021-03-01 12:00:00" 28.7017822265625 41.1849975585938 "sxk6m1" 11 76 39 33
"2021-03-03 01:00:00" 28.8006591796875 41.2344360351562 "sxk6x6" 19 85 71 14
"2021-03-04 11:00:00" 28.3392333984375 41.0641479492188 "sxk1sg" 34 113 72 56
"2021-03-01 23:00:00" 28.8446044921875 40.9982299804688 "sxk90r" 6 49 24 45
"2021-03-03 09:00:00" 28.9215087890625 41.1355590820312 "sxkd40" 41 103 75 85
"2021-03-03 17:00:00" 29.3060302734375 41.0641479492188 "sxkcdg" 37 116 77 31
"2021-03-03 06:00:00" 29.2730712890625 41.0476684570312 "sxkcd0" 44 156 82 123
"2021-03-04 03:00:00" 28.1634521484375 41.1080932617188 "sxk1bg" 37 90 65 12
